2007-01-25,09:31:27,PLELPO000016,MASTERS,0.3,93140
2007-01-25,09:31:27,PLELPO000016,MASTERS,0.3,3000
2007-01-25,09:31:27,PLELPO000016,MASTERS,0.3,3860
2007-01-25,09:31:28,DE0003304200,BMPAG,9.65,500
2007-01-25,09:31:28,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:28,PLBIOTN00029,BIOTON,2.05,2000
2007-01-25,09:31:28,PLBIOTN00029,BIOTON,2.05,9000
2007-01-25,09:31:28,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:28,PLDRZPL00032,DROZAPOL,9.99,60
2007-01-25,09:31:28,PLFAM0000012,FAM,14.32,70
2007-01-25,09:31:28,PLFAM0000012,FAM,14.3,15
2007-01-25,09:31:28,PLFAM0000012,FAM,14.3,50
2007-01-25,09:31:28,PLFAM0000012,FAM,14.3,275
2007-01-25,09:31:28,PLINSTK00013,INSTALKRK,31.8,149
2007-01-25,09:31:28,PLINSTK00013,INSTALKRK,31.89,151
2007-01-25,09:31:28,PLMSTEX00017,MOSTALEXP,4.99,262
2007-01-25,09:31:28,PLMSTEX00017,MOSTALEXP,4.99,1000
2007-01-25,09:31:28,PLNETIA00014,NETIA,4.89,500
2007-01-25,09:31:28,PLNVITA00018,NOVITA,51.8,100
2007-01-25,09:31:29,PLBIOTN00029,BIOTON,2.05,2740
2007-01-25,09:31:29,PLBIOTN00029,BIOTON,2.05,200
2007-01-25,09:31:29,PLBIOTN00029,BIOTON,2.05,514
2007-01-25,09:31:29,PLBIOTN00029,BIOTON,2.05,4746
2007-01-25,09:31:29,PLBIOTN00029,BIOTON,2.05,50
2007-01-25,09:31:29,PLENMPD00018,ENERGOPLD,8.85,815
2007-01-25,09:31:29,PLENMPD00018,ENERGOPLD,8.8,300
2007-01-25,09:31:29,PLENMPD00018,ENERGOPLD,8.8,60
2007-01-25,09:31:29,PLENMPD00018,ENERGOPLD,8.8,300
2007-01-25,09:31:29,PLKOPEX00018,KOPEX,34.8,3
2007-01-25,09:31:29,PLMBRST00015,ADVADIS,1.54,1811
2007-01-25,09:31:29,PLMSTEX00017,MOSTALEXP,5,3005
2007-01-25,09:31:29,PLMSTEX00017,MOSTALEXP,5,1422
2007-01-25,09:31:29,PLMSTEX00017,MOSTALEXP,5,530
2007-01-25,09:31:29,PLMSTEX00017,MOSTALEXP,5,43
2007-01-25,09:31:29,PLOPTTC00011,OPTIMUS,4.8,1375
2007-01-25,09:31:29,PLUNMST00014,UNIMA,15.31,200
2007-01-25,09:31:29,PLZRWZW00012,ZURAWIE,17.4,206
2007-01-25,09:31:30,PLBSSTM00021,B3SYSTEM-PDA,6.75,764
2007-01-25,09:31:30,PLBZ00000044,BZWBK,244.5,150
2007-01-25,09:31:30,PLCASPL00019,FON,1.02,801
2007-01-25,09:31:30,PLCASPL00019,FON,1.02,850
2007-01-25,09:31:30,PLCASPL00019,FON,1.02,1953
2007-01-25,09:31:30,PLCMPLD00016,SYGNITY,120.9,10
2007-01-25,09:31:30,PLELPO000016,MASTERS,0.3,6000
2007-01-25,09:31:30,PLNFI0300017,JUPITER,3.64,700
2007-01-25,09:31:30,PLSTLEX00019,STALEXP,4.02,100
2007-01-25,09:31:31,PLCASPL00019,FON,1.02,1500
2007-01-25,09:31:31,PLCMPLD00016,SYGNITY,120.9,300
2007-01-25,09:31:31,PLIMPXM00019,IMPEXMET,230,6
2007-01-25,09:31:31,PLIMPXM00019,IMPEXMET,239,14
2007-01-25,09:31:31,PLNFI0300017,JUPITER,3.61,100
2007-01-25,09:31:31,PLSZPTL00093,MNI-PP,11.62,200
2007-01-25,09:31:32,PLERGPL00014,ENERGOPOL,92,40
2007-01-25,09:31:32,PLERGPL00014,ENERGOPOL,92,32
2007-01-25,09:31:32,PLERGPL00014,ENERGOPOL,91,50
2007-01-25,09:31:32,PLERGPL00014,ENERGOPOL,91,18
2007-01-25,09:31:32,PLNFI0300017,JUPITER,3.64,2406
2007-01-25,09:31:32,PLNFI0300017,JUPITER,3.64,594
2007-01-25,09:31:33,DE0003304200,BMPAG,9.65,500
2007-01-25,09:31:33,PLBSSTM00021,B3SYSTEM-PDA,6.75,86
2007-01-25,09:31:33,PLBUDMX00013,BUDIMEX,107.8,500
2007-01-25,09:31:34,PLARTER00016,ARTERIA,25.1,1972
2007-01-25,09:31:34,PLARTER00016,ARTERIA,25.1,28
2007-01-25,09:31:34,PLGRBRN00012,ALCHEMIA,56.8,200
2007-01-25,09:31:34,PLMSTEX00017,MOSTALEXP,5,751
2007-01-25,09:31:34,PLMSTEX00017,MOSTALEXP,5,100
2007-01-25,09:31:34,PLMSTEX00017,MOSTALEXP,5,900
2007-01-25,09:31:34,PLMSTEX00017,MOSTALEXP,5,467
2007-01-25,09:31:34,PLMSTEX00017,MOSTALEXP,5,100
2007-01-25,09:31:34,PLMSTEX00017,MOSTALEXP,5,392
2007-01-25,09:31:34,PLMSTEX00017,MOSTALEXP,5,1134
2007-01-25,09:31:34,PLMSTEX00017,MOSTALEXP,5,600
2007-01-25,09:31:34,PLNFI0900014,MIDAS,29.8,80
2007-01-25,09:31:35,PLGANT000014,GANT,79.8,40
2007-01-25,09:31:35,PLKOMPP00017,KOMPAP,7.77,1000
2007-01-25,09:31:35,PLNETIA00014,NETIA,4.9,500
2007-01-25,09:31:36,PL0GPWF05785,FW20H7,34630,1
2007-01-25,09:31:36,PL0GPWF05785,FW20H7,34630,4
2007-01-25,09:31:36,PL0GPWF05785,FW20H7,34630,1
2007-01-25,09:31:36,PLAB00000019,ABPL,19.8,20
2007-01-25,09:31:36,PLAB00000019,ABPL,19.8,129
2007-01-25,09:31:36,PLBIOTN00029,BIOTON,2.06,25798
2007-01-25,09:31:36,PLBIOTN00029,BIOTON,2.06,1500
2007-01-25,09:31:36,PLBIOTN00029,BIOTON,2.06,2400
2007-01-25,09:31:36,PLBIOTN00029,BIOTON,2.06,3513
2007-01-25,09:31:36,PLBIOTN00029,BIOTON,2.06,15000
2007-01-25,09:31:36,PLBIOTN00029,BIOTON,2.06,139
2007-01-25,09:31:36,PLBIOTN00029,BIOTON,2.06,1650
2007-01-25,09:31:36,PLNFI0300017,JUPITER,3.64,1000
2007-01-25,09:31:36,PLNVITA00018,NOVITA,51,107
2007-01-25,09:31:37,PLBIG0000016,MILLENNIUM,10.2,1000
2007-01-25,09:31:37,PLBIG0000016,MILLENNIUM,10.2,300
2007-01-25,09:31:37,PLBIG0000016,MILLENNIUM,10.2,500
2007-01-25,09:31:37,PLBIG0000016,MILLENNIUM,10.2,150
2007-01-25,09:31:37,PLDRZPL00032,DROZAPOL,9.99,200
2007-01-25,09:31:37,PLGRBRN00012,ALCHEMIA,56.9,25
2007-01-25,09:31:37,PLGRBRN00012,ALCHEMIA,56.9,38
2007-01-25,09:31:37,PLGRBRN00012,ALCHEMIA,56.9,60
2007-01-25,09:31:37,PLTRNSU00013,TUP,15.25,150
2007-01-25,09:31:38,PLAMPLI00019,AMPLI,12.45,1200
2007-01-25,09:31:38,PLBIOTN00029,BIOTON,2.05,3450
2007-01-25,09:31:38,PLBIOTN00029,BIOTON,2.05,600
2007-01-25,09:31:38,PLBIOTN00029,BIOTON,2.05,450
2007-01-25,09:31:38,PLELPO000016,MASTERS,0.3,22000
2007-01-25,09:31:38,PLERGPL00014,ENERGOPOL,92,18
2007-01-25,09:31:38,PLERGPL00014,ENERGOPOL,93.5,27
2007-01-25,09:31:38,PLERGPL00014,ENERGOPOL,93.5,20
2007-01-25,09:31:38,PLERGPL00014,ENERGOPOL,92.8,5
2007-01-25,09:31:38,PLGANT000014,GANT,79.7,5
2007-01-25,09:31:38,PLGRBRN00012,ALCHEMIA,56.9,33
2007-01-25,09:31:38,PLGRBRN00012,ALCHEMIA,56.95,147
2007-01-25,09:31:38,PLSTLPF00012,STALPROFI,20.7,200
2007-01-25,09:31:39,PLINSTK00013,INSTALKRK,31.89,2
2007-01-25,09:31:39,PLINSTK00013,INSTALKRK,31.9,320
2007-01-25,09:31:40,PL0GPWF05785,FW20H7,34630,1
2007-01-25,09:31:40,PLMSTEX00017,MOSTALEXP,5,633
2007-01-25,09:31:40,PLMSTEX00017,MOSTALEXP,5,2000
2007-01-25,09:31:40,PLMSTEX00017,MOSTALEXP,5,2367
2007-01-25,09:31:40,PLPROJP00018,PROJPRZEM,42.95,120
2007-01-25,09:31:40,PLTVN0000017,TVN,26.5,350
2007-01-25,09:31:40,PLTVN0000017,TVN,26.5,100
2007-01-25,09:31:40,PLTVN0000017,TVN,26.5,1900
2007-01-25,09:31:40,PLTVN0000017,TVN,26.5,2621
2007-01-25,09:31:40,PLTVN0000017,TVN,26.5,5
2007-01-25,09:31:40,PLTVN0000017,TVN,26.5,12
2007-01-25,09:31:40,PLTVN0000017,TVN,26.5,12
2007-01-25,09:31:41,PL0GPWF05785,FW20H7,34640,1
2007-01-25,09:31:41,PL0GPWF05785,FW20H7,34640,1
2007-01-25,09:31:41,PLGUARD00019,PCGUARD,0.56,5000
2007-01-25,09:31:41,PLMSTEX00017,MOSTALEXP,5,500
2007-01-25,09:31:42,DE0003304200,BMPAG,9.65,100
2007-01-25,09:31:42,PLHUTMN00017,HUTMEN,25.99,100
2007-01-25,09:31:42,PLJAGO000015,JAGO,3.55,1000
2007-01-25,09:31:42,PLLOTOS00025,LOTOS,46.5,10
2007-01-25,09:31:42,PLNETIA00014,NETIA,4.9,1000
2007-01-25,09:31:43,PLBIOTN00029,BIOTON,2.05,14150
2007-01-25,09:31:43,PLBIOTN00029,BIOTON,2.05,850
2007-01-25,09:31:43,PLGUARD00019,PCGUARD,0.57,100
2007-01-25,09:31:43,PLNETIA00014,NETIA,4.9,200
2007-01-25,09:31:43,PLODLPL00013,ODLEWNIE,11.19,500
2007-01-25,09:31:44,PLGANT000014,GANT,79.7,123
2007-01-25,09:31:44,PLGANT000014,GANT,79.7,177
2007-01-25,09:31:44,PLMSTEX00017,MOSTALEXP,5,1554
2007-01-25,09:31:45,PL0GPWF05785,FW20H7,34630,1
2007-01-25,09:31:45,PL0GPWF05785,FW20H7,34630,1
2007-01-25,09:31:45,PLBIOTN00029,BIOTON,2.05,150
2007-01-25,09:31:45,PLBIOTN00029,BIOTON,2.05,1197
2007-01-25,09:31:45,PLBIOTN00029,BIOTON,2.05,95
2007-01-25,09:31:45,PLBIOTN00029,BIOTON,2.05,888
2007-01-25,09:31:45,PLBIOTN00029,BIOTON,2.06,1450
2007-01-25,09:31:45,PLBIOTN00029,BIOTON,2.05,50
2007-01-25,09:31:45,PLBIOTN00029,BIOTON,2.05,120
2007-01-25,09:31:45,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:45,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:45,PLEUFLM00017,ERGIS,6.5,200
2007-01-25,09:31:46,PLAMPLI00019,AMPLI,12.45,500
2007-01-25,09:31:46,PLBIG0000016,MILLENNIUM,10.21,200
2007-01-25,09:31:46,PLFERUM00014,FERRUM,30.45,20
2007-01-25,09:31:46,PLLENAL00015,LENA,10.99,460
2007-01-25,09:31:46,PLMBRST00015,ADVADIS,1.54,500
2007-01-25,09:31:46,PLMSTZB00018,MOSTALZAB,6.2,500
2007-01-25,09:31:47,PL0GPWF05785,FW20H7,34630,2
2007-01-25,09:31:47,PL0GPWF05967,FW20M7,34500,1
2007-01-25,09:31:47,PLCMPLD00016,SYGNITY,120.5,30
2007-01-25,09:31:47,PLCMPLD00016,SYGNITY,120,118
2007-01-25,09:31:47,PLCMPLD00016,SYGNITY,120,42
2007-01-25,09:31:47,PLGUARD00019,PCGUARD,0.56,600
2007-01-25,09:31:47,PLIDMSA00044,IDMSA,96.3,14
2007-01-25,09:31:47,PLNFI0300017,JUPITER,3.64,2000
2007-01-25,09:31:47,PLTVN0000017,TVN,26.6,300
2007-01-25,09:31:49,PLBDPWR00014,BUDOPOL,7.32,1786
2007-01-25,09:31:49,PLBDPWR00014,BUDOPOL,7.33,5000
2007-01-25,09:31:49,PLBDPWR00014,BUDOPOL,7.33,2342
2007-01-25,09:31:49,PLFERUM00014,FERRUM,30.45,52
2007-01-25,09:31:49,PLNFI0300017,JUPITER,3.63,1000
2007-01-25,09:31:50,DE0003304200,BMPAG,9.65,1000
2007-01-25,09:31:50,DE0003304200,BMPAG,9.65,200
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,112
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,250
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,517
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,5000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,2500
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,2010
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,800
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,2851
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,15000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,2000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,100
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,2400
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,1500
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,2000
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,1900
2007-01-25,09:31:50,PLBIOTN00029,BIOTON,2.05,60
2007-01-25,09:31:50,PLNFI0300017,JUPITER,3.63,1000
2007-01-25,09:31:51,PL0GPWF05785,FW20H7,34610,6
2007-01-25,09:31:51,PL0GPWF05785,FW20H7,34620,1
2007-01-25,09:31:51,PL0GPWF05785,FW20H7,34620,1
2007-01-25,09:31:51,PL0GPWF05785,FW20H7,34620,1
2007-01-25,09:31:51,PL0GPWF05785,FW20H7,34620,6
2007-01-25,09:31:51,PL0GPWF05785,FW20H7,34610,2
2007-01-25,09:31:51,PLBIOTN00029,BIOTON,2.05,1000
2007-01-25,09:31:51,PLBIOTN00029,BIOTON,2.05,7149
2007-01-25,09:31:51,PLBIOTN00029,BIOTON,2.05,2500
2007-01-25,09:31:51,PLBIOTN00029,BIOTON,2.05,1600
2007-01-25,09:31:51,PLBIOTN00029,BIOTON,2.05,646
2007-01-25,09:31:51,PLBIOTN00029,BIOTON,2.05,650
2007-01-25,09:31:51,PLGUARD00019,PCGUARD,0.56,5000
2007-01-25,09:31:51,PLGUARD00019,PCGUARD,0.57,1250
2007-01-25,09:31:52,PLAMPLI00019,AMPLI,12.45,200
2007-01-25,09:31:52,PLGANT000014,GANT,79.8,10
2007-01-25,09:31:52,PLGANT000014,GANT,79.8,12
2007-01-25,09:31:52,PLLUBAW00013,LUBAWA,2.18,1861
2007-01-25,09:31:52,PLLUBAW00013,LUBAWA,2.19,139
2007-01-25,09:31:53,PLGUARD00019,PCGUARD,0.57,10000
2007-01-25,09:31:53,PLNFI0200019,KREZUS,5.05,500
2007-01-25,09:31:53,PLTVN0000017,TVN,26.5,910
2007-01-25,09:31:53,PLTVN0000017,TVN,26.5,90
2007-01-25,09:31:54,PLBIG0000016,MILLENNIUM,10.21,3500
2007-01-25,09:31:54,PLGSPR000014,GETIN,15.1,430
2007-01-25,09:31:54,PLGSPR000014,GETIN,15.1,570
2007-01-25,09:31:54,PLTVN0000017,TVN,26.59,55
2007-01-25,09:31:55,PLPEKPL00010,POINTGROUP,4.18,1000
2007-01-25,09:31:56,PLLOTOS00025,LOTOS,46.55,500
2007-01-25,09:31:57,DE0003304200,BMPAG,9.65,800
2007-01-25,09:31:57,PLFAMUR00012,FAMUR,515,4
2007-01-25,09:31:57,PLFAMUR00012,FAMUR,518,1
2007-01-25,09:31:57,PLGUARD00019,PCGUARD,0.57,3000
2007-01-25,09:31:57,PLMCIMG00012,MCI,8.82,220
2007-01-25,09:31:58,PLBDPWR00014,BUDOPOL,7.33,200
2007-01-25,09:31:58,PLCRSNT00011,CERSANIT,46,100
2007-01-25,09:31:58,PLNFI0300017,JUPITER,3.63,900
2007-01-25,09:31:58,PLPEKPL00010,POINTGROUP,4.18,100
2007-01-25,09:32:00,PL0GPWF05785,FW20H7,34630,1
2007-01-25,09:32:00,PLELPO000016,MASTERS,0.3,3000
2007-01-25,09:32:00,PLELTIM00013,ELEKTRIM,6.61,3948
2007-01-25,09:32:00,PLELTIM00013,ELEKTRIM,6.61,1052
2007-01-25,09:32:00,PLNFI0300017,JUPITER,3.63,900
2007-01-25,09:32:00,PLNFI0300017,JUPITER,3.64,500
2007-01-25,09:32:01,DE0003304200,BMPAG,9.65,250
2007-01-25,09:32:01,PLMSTEX00017,MOSTALEXP,5.02,255
2007-01-25,09:32:01,PLMSTEX00017,MOSTALEXP,5.02,145
2007-01-25,09:32:01,PLMSTEX00017,MOSTALEXP,5.02,155
2007-01-25,09:32:02,PLDRZPL00032,DROZAPOL,9.9,100
2007-01-25,09:32:02,PLGRBRN00012,ALCHEMIA,56.95,3
2007-01-25,09:32:02,PLGRBRN00012,ALCHEMIA,56.95,17
2007-01-25,09:32:02,PLMSTEX00017,MOSTALEXP,5.02,459
2007-01-25,09:32:02,PLNFI0300017,JUPITER,3.62,1000
2007-01-25,09:32:03,PLDRZPL00032,DROZAPOL,9.99,50
2007-01-25,09:32:03,PLENMPN00017,ENERGOPN,24,89
2007-01-25,09:32:03,PLGANT000014,GANT,79.8,88
2007-01-25,09:32:03,PLGANT000014,GANT,79.8,2
2007-01-25,09:32:04,PL0GPWO14573,OW20C7330,2050,1
2007-01-25,09:32:04,PLBDPWR00014,BUDOPOL,7.34,160
2007-01-25,09:32:04,PLDRZPL00032,DROZAPOL,9.99,170
2007-01-25,09:32:04,PLDRZPL00032,DROZAPOL,9.99,150
2007-01-25,09:32:04,PLENMPD00018,ENERGOPLD,8.8,330
2007-01-25,09:32:04,PLNFI0600010,06MAGNA,9.5,20
2007-01-25,09:32:04,PLNFI0900014,MIDAS,29.8,34
2007-01-25,09:32:05,PLAMPLI00019,AMPLI,12.41,916
2007-01-25,09:32:05,PLAMPLI00019,AMPLI,12.4,240
2007-01-25,09:32:05,PLAMPLI00019,AMPLI,12.3,150
2007-01-25,09:32:05,PLAMPLI00019,AMPLI,12.36,2000
2007-01-25,09:32:05,PLAMPLI00019,AMPLI,12.41,1000
2007-01-25,09:32:05,PLBDPWR00014,BUDOPOL,7.33,659
2007-01-25,09:32:05,PLBUDMX00013,BUDIMEX,107.8,15
2007-01-25,09:32:05,PLDRZPL00032,DROZAPOL,9.99,370
2007-01-25,09:32:05,PLDRZPL00032,DROZAPOL,10,133
2007-01-25,09:32:05,PLGRBRN00012,ALCHEMIA,56.95,196
2007-01-25,09:32:05,PLGRBRN00012,ALCHEMIA,57,4
2007-01-25,09:32:05,PLGRBRN00012,ALCHEMIA,57,300
2007-01-25,09:32:05,PLLUBAW00013,LUBAWA,2.17,2703
2007-01-25,09:32:05,PLSTLEX00019,STALEXP,4.02,268
2007-01-25,09:32:05,PLSTLEX00019,STALEXP,4.02,232
2007-01-25,09:32:06,PLATLNT00016,ATLANTIS,2.03,264
2007-01-25,09:32:06,PLATLNT00016,ATLANTIS,2.03,1786
2007-01-25,09:32:06,PLBIOTN00029,BIOTON,2.05,19690
2007-01-25,09:32:06,PLPEKPL00010,POINTGROUP,4.18,832
2007-01-25,09:32:06,PLSZPTL00093,MNI-PP,11.63,78
2007-01-25,09:32:06,PLTVN0000017,TVN,26.5,159
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,1500
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,500
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,604
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,1000
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,850
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,490
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,600
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,806
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,1000
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,1500
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,2353
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,2000
2007-01-25,09:32:07,PLBIOTN00029,BIOTON,2.04,1000
2007-01-25,09:32:07,PLSTLEX00019,STALEXP,4.01,500
2007-01-25,09:32:07,PLSTLEX00019,STALEXP,4,500
2007-01-25,09:32:07,PLSTLEX00019,STALEXP,4,300
2007-01-25,09:32:07,PLSTLEX00019,STALEXP,4,90
2007-01-25,09:32:07,PLSTLEX00019,STALEXP,4,1230
2007-01-25,09:32:07,PLSTLEX00019,STALEXP,4,1000
2007-01-25,09:32:08,PLARTER00016,ARTERIA,25.1,220
2007-01-25,09:32:08,PLBDPWR00014,BUDOPOL,7.33,800
2007-01-25,09:32:08,PLBDPWR00014,BUDOPOL,7.34,250
2007-01-25,09:32:08,PLBDPWR00014,BUDOPOL,7.34,500
2007-01-25,09:32:08,PLBDPWR00014,BUDOPOL,7.34,340
2007-01-25,09:32:08,PLBIOTN00029,BIOTON,2.05,300
2007-01-25,09:32:08,PLGANT000014,GANT,79.8,13
2007-01-25,09:32:08,PLMSTEX00017,MOSTALEXP,5.02,200
2007-01-25,09:32:08,PLSTLPF00012,STALPROFI,20.79,800
2007-01-25,09:32:08,PLSTLPF00012,STALPROFI,20.8,200
2007-01-25,09:32:09,PL0GPWF05785,FW20H7,34610,4
2007-01-25,09:32:09,PL0GPWF05785,FW20H7,34610,4
2007-01-25,09:32:09,PL0GPWF05785,FW20H7,34610,1
2007-01-25,09:32:09,PL0GPWF05785,FW20H7,34610,8
2007-01-25,09:32:09,PL0GPWF05785,FW20H7,34610,1
2007-01-25,09:32:09,PL0GPWF05785,FW20H7,34610,2
2007-01-25,09:32:09,PLGANT000014,GANT,79.8,100
2007-01-25,09:32:09,PLGANT000014,GANT,79.8,12
2007-01-25,09:32:09,PLPPWK000014,PPWK,12.3,150
2007-01-25,09:32:10,PLMSTEX00017,MOSTALEXP,5.02,1341
2007-01-25,09:32:10,PLTRNSU00013,TUP,15.29,100
2007-01-25,09:32:10,PLTRNSU00013,TUP,15.3,1000
2007-01-25,09:32:10,PLTRNSU00013,TUP,15.3,200
2007-01-25,09:32:11,PLNFI0300017,JUPITER,3.63,250
2007-01-25,09:32:11,PLPBG0000029,PBG,296,24
2007-01-25,09:32:11,PLPBG0000029,PBG,296,70
2007-01-25,09:32:11,PLPBG0000029,PBG,296,20
2007-01-25,09:32:12,DE0003304200,BMPAG,9.65,300
2007-01-25,09:32:12,PL0GPWF06148,FW20U7,34350,5
2007-01-25,09:32:12,PLGANT000014,GANT,79.8,18
2007-01-25,09:32:12,PLGANT000014,GANT,79.8,22
2007-01-25,09:32:12,PLGUARD00019,PCGUARD,0.56,400
2007-01-25,09:32:12,PLGUARD00019,PCGUARD,0.56,3555
2007-01-25,09:32:12,PLGUARD00019,PCGUARD,0.56,1845
2007-01-25,09:32:12,PLJAGO000015,JAGO,3.55,923
2007-01-25,09:32:12,PLKOMPP00017,KOMPAP,7.77,90
2007-01-25,09:32:12,PLNFI0300017,JUPITER,3.63,1000
2007-01-25,09:32:12,PLSZPTL00010,MNI,5.23,8
2007-01-25,09:32:12,PLSZPTL00010,MNI,5.23,992
2007-01-25,09:32:13,PLBIOTN00029,BIOTON,2.05,100
2007-01-25,09:32:13,PLGANT000014,GANT,79.7,323
2007-01-25,09:32:13,PLGANT000014,GANT,79.5,100
2007-01-25,09:32:13,PLGRBRN00012,ALCHEMIA,57,1500
2007-01-25,09:32:13,PLGRBRN00012,ALCHEMIA,57,229
2007-01-25,09:32:13,PLJAGO000015,JAGO,3.54,90
2007-01-25,09:32:13,PLNFI0300017,JUPITER,3.62,500
2007-01-25,09:32:14,PLBDPWR00014,BUDOPOL,7.34,430
2007-01-25,09:32:14,PLBDPWR00014,BUDOPOL,7.33,270
2007-01-25,09:32:14,PLBIOTN00029,BIOTON,2.04,6543
2007-01-25,09:32:14,PLBIOTN00029,BIOTON,2.04,1557
2007-01-25,09:32:14,PLBIOTN00029,BIOTON,2.04,750
2007-01-25,09:32:14,PLBIOTN00029,BIOTON,2.04,500
2007-01-25,09:32:14,PLBIOTN00029,BIOTON,2.04,650
2007-01-25,09:32:14,PLCNTSL00014,CENSTALGD,17.8,500
2007-01-25,09:32:14,PLERGPL00014,ENERGOPOL,92,100
2007-01-25,09:32:14,PLGANT000014,GANT,79.5,5
2007-01-25,09:32:14,PLGANT000014,GANT,79.5,5
2007-01-25,09:32:14,PLGRBRN00012,ALCHEMIA,56.95,100
2007-01-25,09:32:14,PLKGHM000017,KGHM,89.8,51
2007-01-25,09:32:14,PLLUBAW00013,LUBAWA,2.17,297
2007-01-25,09:32:14,PLLUBAW00013,LUBAWA,2.19,861
2007-01-25,09:32:14,PLLUBAW00013,LUBAWA,2.19,1342
2007-01-25,09:32:14,PLNFI0300017,JUPITER,3.63,750
2007-01-25,09:32:14,PLPOLND00019,POLNORD,119.8,45
2007-01-25,09:32:14,PLPOLND00019,POLNORD,119.9,207
2007-01-25,09:32:15,PL0GPWF05785,FW20H7,34610,10
2007-01-25,09:32:15,PLCRMNG00029,NOWAGALA,4.88,300
2007-01-25,09:32:15,PLENMPD00018,ENERGOPLD,8.9,500
2007-01-25,09:32:15,PLFAM0000012,FAM,14.3,100
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,67
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,623
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,200
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,28
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,32
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,1606
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,101
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,200
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,75
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,18
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,40
2007-01-25,09:32:15,PLGRBRN00012,ALCHEMIA,57,10
2007-01-25,09:32:16,PLARTER00016,ARTERIA,24.99,20
2007-01-25,09:32:16,PLBRSZW00011,BORYSZEW,23.1,50
2007-01-25,09:32:16,PLBRSZW00011,BORYSZEW,23.09,600
2007-01-25,09:32:16,PLGUARD00019,PCGUARD,0.57,1400
2007-01-25,09:32:16,PLSMMDA00012,MEDIATEL,22,60
2007-01-25,09:32:17,PL0GPWO14581,OW20C7340,1410,1
2007-01-25,09:32:17,PLGRBRN00012,ALCHEMIA,57,65
2007-01-25,09:32:17,PLIDMSA00044,IDMSA,96.3,1
2007-01-25,09:32:17,PLUNMST00014,UNIMA,15.31,15
2007-01-25,09:32:18,PLBIOTN00029,BIOTON,2.05,5365
2007-01-25,09:32:18,PLBIOTN00029,BIOTON,2.05,4635
2007-01-25,09:32:18,PLDRZPL00032,DROZAPOL,10,292
2007-01-25,09:32:18,PLGTC0000037,GTC,48.09,28
2007-01-25,09:32:18,PLKGHM000017,KGHM,89.8,4
